,Genome ID,Genus,Species,Pathovar,Strain,LIN
195,291,Pseudomonas,syringae,pv._philadelphi,ICMP8903,"0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0"
196,292,Pseudomonas,savastanoi,pv._phaseolicola,ICMP2740,"0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0"
197,293,Pseudomonas,coronafaciens,pv._porri,ICMP8961,"0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0"
198,294,Pseudomonas,syringae,pv._primulae,ICMP3956,"0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
199,295,Pseudomonas,savastanoi,pv._retacarpa,ICMP16945,"0,0,0,0,0,2,0,0,3,2,0,0,2,0,0,0,0,0,0,0"
200,296,Pseudomonas,syringae,pv._ribicola,ICMP3882,"0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
201,297,Pseudomonas,amygdali,pv._sesami,ICMP763,"0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0"
202,298,Pseudomonas,savastanoi,pv._savastanoi,ICMP4352,"0,0,0,0,0,2,0,0,3,2,0,0,3,0,0,0,0,0,0,0"
203,299,Pseudomonas,amygdali,pv._tabaci,ICMP2835,"0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0"
204,300,Pseudomonas,syringae,pv._tagetis,ICMP4091,"0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
205,301,Pseudomonas,tremae,pv._tremae,ICMP9151,"0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
206,302,Pseudomonas,amygdali,pv._ulmi,ICMP3962,"0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0"
207,303,Pseudomonas,syringae,pv._viburni,ICMP3963,"0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0"
208,304,Pseudomonas,viridiflava,No,ICMP2848,"0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
209,305,Pseudomonas,coronafaciens,pv._zizaniae,ICMP8921,"0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0"
210,306,Pseudomonas,savastanoi,pv._fraxini,ICMP7711,"0,0,0,0,0,2,0,0,3,2,0,0,4,0,0,0,0,0,0,0"
211,307,Pseudomonas,syringae,No,LAB0041,"0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0"
212,308,Pseudomonas,syringae,No,CMO0008,"0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0"
213,309,Pseudomonas,syringae,No,LAB0040,"0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0"
214,310,Pseudomonas,syringae,No,CSZ0720,"0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0"
215,311,Pseudomonas,syringae,No,CSZ0279,"0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0"
216,312,Pseudomonas,syringae,No,CST0094,"0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0"
217,313,Pseudomonas,syringae,No,CCV0611,"0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0"
218,314,Pseudomonas,syringae,No,GAW0231,"0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0"
219,315,Pseudomonas,syringae,No,CST0076,"0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0"
220,316,Pseudomonas,syringae,No,CCV0502,"0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0"
221,317,Pseudomonas,syringae,No,CMW0036,"0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0"
222,318,Pseudomonas,syringae,No,SZB0033,"0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0"
223,319,Pseudomonas,syringae,No,CCV0461,"0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0"
224,320,Pseudomonas,syringae,No,CST0009,"0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0"
225,321,Pseudomonas,syringae,No,GAW0236,"0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0"
226,322,Pseudomonas,syringae,No,LAB0129,"0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0"
227,323,Pseudomonas,syringae,No,CCV0450,"0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0"
228,324,Pseudomonas,syringae,No,CSZ0292,"0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0"
229,325,Pseudomonas,syringae,No,LAB0059,"0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0"
230,326,Pseudomonas,syringae,pv._apii,Pap1089,"0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0"
231,327,Pseudomonas,syringae,pv._antirrhini,CFBP2103,"0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0"
232,328,Pseudomonas,syringae,No,SZB0006,"0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0"
233,329,Pseudomonas,syringae,No,GAW0193,"0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0"
234,330,Pseudomonas,syringae,No,CC1594,"0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0"
235,331,Pseudomonas,syringae,No,SZ0134,"0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0"
236,332,Pseudomonas,syringae,No,LAB0076,"0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0"
237,333,Pseudomonas,syringae,No,CST0040,"0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0"
238,334,Pseudomonas,syringae,No,CST0002,"0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0"
239,335,Pseudomonas,syringae,pv._persicae,5846,"0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0"
240,336,Pseudomonas,syringae,No,SZ0135,"0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0"
241,337,Pseudomonas,syringae,No,GAW0209,"0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0"
242,338,Pseudomonas,syringae,pv._maculicola,Pma795,"0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0"
243,339,Pseudomonas,syringae,No,CSZ0259,"0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0"
244,340,Pseudomonas,syringae,No,CMW0021,"0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0"
245,341,Pseudomonas,syringae,No,LAB0081,"0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0"
246,342,Pseudomonas,syringae,No,SZ003,"0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,0,0,0,0"
247,343,Pseudomonas,cannabina,pv._alisalensis,BS91,"0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
248,344,Pseudomonas,cannabina,pv._alisalensis,T3C,"0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0"
249,345,Pseudomonas,syringae,Unknown,BS0968,"0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0"
250,346,Pseudomonas,syringae,pv._maculicola,M6,"0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0"
251,347,Pseudomonas,syringae,pv._maculicola,M3,"0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0"
252,348,Pseudomonas,syringae,pv._tomato,LNPV17.41,"0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0"
253,349,Pseudomonas,syringae,pv._antirrhini,126,"0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0"
254,350,Pseudomonas,syringae,pv._tomato,JL1065,"0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0"
255,351,Pseudomonas,syringae,pv._maculicola,F1,"0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0"
256,352,Pseudomonas,syringae,No,GAB0060,"0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0"
257,353,Pseudomonas,syringae,No,CMW0013,"0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0"
258,354,Pseudomonas,syringae,Unknown,CC0374,"0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0"
259,355,Pseudomonas,syringae,No,Vi007,"0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0"
260,356,Pseudomonas,syringae,No,CC1478,"0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0"
261,357,Pseudomonas,syringae,No,CC1476,"0,0,0,0,0,1,1,0,0,0,2,0,0,3,1,0,0,0,0,0"
262,358,Pseudomonas,syringae,No,CC0393,"0,0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0"
263,359,Pseudomonas,syringae,No,CSZ0417,"0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0"
264,360,Pseudomonas,syringae,No,SZB0042,"0,0,0,0,0,1,1,0,0,9,0,0,0,1,0,0,0,0,0,0"
265,361,Pseudomonas,syringae,Unknown,CC0270,"0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0"
266,362,Pseudomonas,cannabina,pv._alisalensis,PSa866,"0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
267,363,Pseudomonas,cannabina,pv._alisalensis,PSa1_3,"0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
268,364,Pseudomonas,syringae,No,AI0116,"0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0"
269,365,Pseudomonas,syringae,pv._tomato,BAV1020,"0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0"
270,366,Pseudomonas,syringae,Unknown,CC0066,"0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0"
271,367,Pseudomonas,syringae,Unknown,CC0072,"0,0,0,0,0,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0"
272,368,Pseudomonas,syringae,Unknown,CC0073,"0,0,0,0,0,1,1,0,0,0,2,0,0,5,0,1,0,0,0,0"
273,369,Pseudomonas,syringae,Unknown,CC0094,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0"
274,370,Pseudomonas,syringae,Unknown,CC0101,"0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0"
275,371,Pseudomonas,syringae,Unknown,CC0159,"0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,2,0,0,0"
276,372,Pseudomonas,syringae,Unknown,CC0173,"0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,0,0,0,0"
277,373,Pseudomonas,syringae,Unknown,CC0282,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,1,0,0,0,0"
278,374,Pseudomonas,syringae,Unknown,CC0379,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,1,0,0,0,0,0"
279,375,Pseudomonas,syringae,No,CC0403,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,2,0,0,0,0,0"
280,376,Pseudomonas,syringae,No,CC0406,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,2,0,0,0,0"
281,377,Pseudomonas,syringae,Unknown,CC0445,"0,0,0,0,0,1,1,0,0,0,2,0,0,5,0,2,0,0,0,0"
282,378,Pseudomonas,syringae,No,CC0456,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,3,0,0,0,0"
283,379,Pseudomonas,syringae,Unknown,CC0457,"0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0"
284,380,Pseudomonas,syringae,Unknown,CC0477,"0,0,0,0,0,1,1,0,0,10,0,0,0,1,0,0,0,0,0,0"
285,381,Pseudomonas,syringae,No,CC1475,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,4,0,0,0,0"
286,382,Pseudomonas,syringae,No,CC1477,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,5,0,0,0,0"
287,383,Pseudomonas,syringae,No,CC1498,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,2,1,0,0,0"
288,384,Pseudomonas,syringae,No,CMO0002,"0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0"
289,385,Pseudomonas,syringae,No,CMO0041,"0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0"
290,386,Pseudomonas,syringae,No,CST0074,"0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0"
291,387,Pseudomonas,syringae,No,CSZ0223,"0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0"
292,388,Pseudomonas,syringae,No,CSZ0848,"0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0"
293,389,Pseudomonas,syringae,No,GAW0101,"0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0"
294,390,Pseudomonas,syringae,No,GAW0226,"0,0,0,0,0,1,1,0,0,0,2,0,1,3,0,0,0,0,0,0"
295,391,Pseudomonas,syringae,No,GAW0240,"0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,1,0,0,0,0"
296,392,Pseudomonas,syringae,No,JAW0013,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,6,0,0,0,0"
297,393,Pseudomonas,syringae,No,LYR0002,"0,0,0,0,0,2,0,0,3,2,0,0,1,1,0,0,0,0,0,0"
298,394,Pseudomonas,syringae,pv._apii,PapBS252,"0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0"
299,395,Pseudomonas,syringae,pv._berberidis,PbeATC13454,"0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0"
300,396,Pseudomonas,syringae,pv._berberidis,PbeCFBP1727,"0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0"
301,397,Pseudomonas,syringae,pv._maculicola,Pma4981,"0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0"
302,398,Pseudomonas,syringae,pv._persicae,PpeCFBP5143,"0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0"
303,399,Pseudomonas,syringae,pv._tomato,PtoMax4,"0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0"
304,400,Pseudomonas,syringae,No,SZ013,"0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0"
305,401,Pseudomonas,syringae,No,SZ014,"0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0"
306,402,Pseudomonas,syringae,No,SZB0065,"0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0"
307,403,Pseudomonas,syringae,Unknown,CC0223,"0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,7,0,0,0,0"
308,404,Pseudomonas,syringae,pv._maculicola,PmaF9,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
309,405,Pseudomonas,syringae,pv._maculicola,PmaF10A,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
310,406,Pseudomonas,syringae,pv._tomato,PtoKN10,"0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0"
311,407,Pseudomonas,syringae,pv._tomato,ICMP3435,"0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0"
312,408,Pseudomonas,syringae,pv._tomato,ICMP4325,"0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0"
